Temperature (C)	Pressure (bar)	"Density (l, kg/m3)"	"Volume (l, m3/kg)"	"Internal Energy (l, kJ/kg)"	"Enthalpy (l, kJ/kg)"	"Entropy (l, J/g*K)"	"Cv (l, J/g*K)"	"Cp (l, J/g*K)"	"Sound Spd. (l, m/s)"	"Joule-Thomson (l, K/bar)"	"Viscosity (l, uPa*s)"	"Therm. Cond. (l, W/m*K)"	"Surf. Tension (l, N/m)"	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, kJ/kg)"	"Enthalpy (v, kJ/kg)"	"Entropy (v, J/g*K)"	"Cv (v, J/g*K)"	"Cp (v, J/g*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/bar)"	"Viscosity (v, uPa*s)"	"Therm. Cond. (v, W/m*K)"
18.171	48.461	798.72	0.001252	203.31	209.37	0.86281	0.92764	3.0339	415.79	0.09933	70.414	0.082342	0.0023376	148.64	0.0067275	353.87	386.47	1.4707	0.96789	2.8036	199.65	1.2559	17.568	0.025887
18.245	48.544	798.18	0.0012528	203.49	209.58	0.86347	0.92778	3.04	415.14	0.099767	70.324	0.082267	0.0023261	149.01	0.0067111	353.81	386.39	1.4702	0.96834	2.8124	199.59	1.2549	17.581	0.025932
18.32	48.627	797.65	0.0012537	203.68	209.78	0.86412	0.92792	3.0461	414.48	0.10021	70.234	0.082193	0.0023147	149.37	0.0066947	353.75	386.31	1.4698	0.96879	2.8212	199.53	1.254	17.594	0.025978
18.394	48.709	797.11	0.0012545	203.87	209.98	0.86477	0.92806	3.0523	413.82	0.10065	70.143	0.082119	0.0023032	149.74	0.0066784	353.69	386.22	1.4693	0.96925	2.8301	199.47	1.253	17.606	0.026024
18.468	48.792	796.57	0.0012554	204.05	210.18	0.86542	0.9282	3.0585	413.17	0.10109	70.053	0.082045	0.0022918	150.1	0.0066621	353.64	386.14	1.4688	0.96971	2.8391	199.42	1.252	17.619	0.026071
18.542	48.874	796.03	0.0012562	204.24	210.38	0.86608	0.92835	3.0647	412.51	0.10153	69.963	0.081971	0.0022804	150.47	0.0066458	353.58	386.06	1.4684	0.97016	2.8481	199.36	1.251	17.632	0.026117
18.615	48.957	795.48	0.0012571	204.42	210.58	0.86673	0.92849	3.071	411.86	0.10198	69.873	0.081897	0.0022691	150.84	0.0066296	353.52	385.97	1.4679	0.97062	2.8572	199.3	1.25	17.645	0.026164
18.689	49.039	794.94	0.001258	204.61	210.78	0.86738	0.92863	3.0773	411.2	0.10243	69.783	0.081823	0.0022577	151.21	0.0066135	353.46	385.89	1.4674	0.97107	2.8664	199.24	1.249	17.658	0.026211
18.763	49.122	794.4	0.0012588	204.8	210.98	0.86803	0.92877	3.0837	410.54	0.10288	69.693	0.08175	0.0022464	151.58	0.0065974	353.4	385.8	1.4669	0.97153	2.8756	199.18	1.248	17.67	0.026258
18.836	49.204	793.86	0.0012597	204.98	211.18	0.86869	0.92892	3.0901	409.89	0.10333	69.603	0.081677	0.0022351	151.95	0.0065813	353.34	385.72	1.4664	0.97199	2.8849	199.12	1.247	17.683	0.026305
18.91	49.287	793.32	0.0012605	205.17	211.38	0.86934	0.92907	3.0966	409.23	0.10378	69.513	0.081603	0.0022238	152.32	0.0065652	353.28	385.63	1.466	0.97245	2.8943	199.06	1.246	17.696	0.026353
18.983	49.369	792.77	0.0012614	205.36	211.58	0.86999	0.92921	3.1031	408.58	0.10424	69.423	0.08153	0.0022126	152.69	0.0065493	353.22	385.55	1.4655	0.97291	2.9037	199.01	1.245	17.709	0.026401
19.056	49.452	792.23	0.0012623	205.54	211.78	0.87064	0.92936	3.1097	407.92	0.1047	69.333	0.081457	0.0022014	153.06	0.0065333	353.15	385.46	1.465	0.97337	2.9132	198.95	1.244	17.722	0.026449
19.129	49.534	791.68	0.0012631	205.73	211.98	0.87129	0.92951	3.1163	407.26	0.10516	69.244	0.081385	0.0021902	153.44	0.0065174	353.09	385.38	1.4645	0.97383	2.9227	198.89	1.243	17.735	0.026497
19.202	49.617	791.14	0.001264	205.91	212.18	0.87194	0.92966	3.1229	406.61	0.10562	69.154	0.081312	0.002179	153.81	0.0065015	353.03	385.29	1.4641	0.97429	2.9323	198.83	1.242	17.748	0.026545
19.275	49.7	790.59	0.0012649	206.1	212.39	0.87259	0.92981	3.1296	405.95	0.10608	69.064	0.081239	0.0021679	154.18	0.0064857	352.97	385.2	1.4636	0.97475	2.942	198.77	1.241	17.761	0.026594
19.348	49.782	790.05	0.0012657	206.29	212.59	0.87324	0.92996	3.1363	405.3	0.10655	68.975	0.081167	0.0021568	154.56	0.0064699	352.91	385.12	1.4631	0.97521	2.9518	198.71	1.24	17.774	0.026643
19.421	49.865	789.5	0.0012666	206.47	212.79	0.8739	0.93011	3.1431	404.64	0.10701	68.885	0.081095	0.0021457	154.94	0.0064542	352.85	385.03	1.4626	0.97567	2.9616	198.65	1.239	17.787	0.026692
19.494	49.947	788.95	0.0012675	206.66	212.99	0.87455	0.93026	3.15	403.98	0.10748	68.796	0.081023	0.0021346	155.32	0.0064385	352.78	384.94	1.4621	0.97614	2.9715	198.59	1.238	17.8	0.026741
19.566	50.03	788.4	0.0012684	206.84	213.19	0.8752	0.93042	3.1568	403.33	0.10796	68.706	0.080951	0.0021235	155.69	0.0064228	352.72	384.85	1.4617	0.9766	2.9814	198.54	1.237	17.814	0.026791
19.639	50.112	787.86	0.0012693	207.03	213.39	0.87585	0.93057	3.1638	402.67	0.10843	68.617	0.080879	0.0021125	156.07	0.0064072	352.66	384.77	1.4612	0.97707	2.9915	198.48	1.236	17.827	0.02684
19.711	50.195	787.31	0.0012702	207.22	213.59	0.8765	0.93073	3.1708	402.01	0.10891	68.528	0.080807	0.0021015	156.45	0.0063916	352.59	384.68	1.4607	0.97753	3.0016	198.42	1.2349	17.84	0.02689
19.784	50.277	786.76	0.001271	207.4	213.79	0.87715	0.93088	3.1778	401.36	0.10938	68.438	0.080736	0.0020905	156.84	0.0063761	352.53	384.59	1.4602	0.978	3.0118	198.36	1.2339	17.853	0.02694
19.856	50.36	786.21	0.0012719	207.59	213.99	0.8778	0.93104	3.1849	400.7	0.10986	68.349	0.080664	0.0020796	157.22	0.0063606	352.47	384.5	1.4597	0.97846	3.0221	198.3	1.2329	17.867	0.026991
19.928	50.442	785.66	0.0012728	207.77	214.19	0.87845	0.9312	3.192	400.04	0.11035	68.26	0.080593	0.0020686	157.6	0.0063451	352.4	384.41	1.4592	0.97893	3.0324	198.24	1.2319	17.88	0.027042
20	50.525	785.1	0.0012737	207.96	214.39	0.8791	0.93136	3.1992	399.39	0.11083	68.17	0.080522	0.0020577	157.99	0.0063297	352.34	384.32	1.4587	0.97939	3.0428	198.18	1.2309	17.893	0.027093
